"miRNAs","Gene"
"hsa-let-7b-5p","METTL7A"
"hsa-let-7b-5p","GALNT1"
"hsa-let-7b-5p","TMEM87A"
"hsa-let-7b-5p","ZNF294"
"hsa-let-7b-5p","RAI14"
"hsa-let-7b-5p","GARS"
"hsa-let-7b-5p","GFPT1"
"hsa-let-7b-5p","CHORDC1"
"hsa-let-7b-5p","BRPF3"
"hsa-let-7b-5p","ARFIP1"
"hsa-let-7b-5p","CHMP2A"
"hsa-let-7b-5p","RAB30"
"hsa-let-7b-5p","GNAI2"
"hsa-let-7b-5p","GPD2"
"hsa-let-7b-5p","TTC9C"
"hsa-let-7b-5p","SPRYD4"
"hsa-let-7b-5p","ARL10"
"hsa-let-7b-5p","ANPEP"
"hsa-let-7b-5p","COMMD9"
"hsa-let-7b-5p","GSTM4"
"hsa-let-7b-5p","SAC3D1"
"hsa-let-7b-5p","SNX15"
"hsa-let-7b-5p","DPP7"
"hsa-let-7b-5p","SLC25A24"
"hsa-let-7b-5p","PSAT1"
"hsa-let-7b-5p","GYS1"
"hsa-let-7b-5p","ANXA2"
"hsa-let-7b-5p","HARS"
"hsa-let-7b-5p","HMGA1"
"hsa-let-7b-5p","HMOX1"
"hsa-let-7b-5p","HSPA1A"
"hsa-let-7b-5p","HSPA1B"
"hsa-let-7b-5p","DNAJB1"
"hsa-let-7b-5p","HYAL1"
"hsa-let-7b-5p","IDH1"
"hsa-let-7b-5p","IFRD1"
"hsa-let-7b-5p","AMIGO2"
"hsa-let-7b-5p","IGF2R"
"hsa-let-7b-5p","TICAM2"
"hsa-let-7b-5p","ITGA2"
"hsa-let-7b-5p","ITGB4"
"hsa-let-7b-5p","JUN"
"hsa-let-7b-5p","AGRN"
"hsa-let-7b-5p","KCNN4"
"hsa-let-7b-5p","KPNA3"
"hsa-let-7b-5p","TMEM189"
"hsa-let-7b-5p","RHOB"
"hsa-let-7b-5p","KRT85"
"hsa-let-7b-5p","RHOG"
"hsa-let-7b-5p","LAMC1"
"hsa-let-7b-5p","LCP1"
"hsa-let-7b-5p","ARHGDIA"
"hsa-let-7b-5p","FADS1"
"hsa-let-7b-5p","FADS3"
"hsa-let-7b-5p","ARL2"
"hsa-let-7b-5p","LPL"
"hsa-let-7b-5p","LRP1"
"hsa-let-7b-5p","TACSTD2"
"hsa-let-7b-5p","SMAD1"
"hsa-let-7b-5p","MAT2A"
"hsa-let-7b-5p","MBNL1"
"hsa-let-7b-5p","MET"
"hsa-let-7b-5p","MLLT1"
"hsa-let-7b-5p","TMEM41B"
"hsa-let-7b-5p","MTRR"
"hsa-let-7b-5p","MYO1E"
"hsa-let-7b-5p","MYO10"
"hsa-let-7b-5p","HNRPM"
"hsa-let-7b-5p","NARS"
"hsa-let-7b-5p","NCL"
"hsa-let-7b-5p","NEDD4"
"hsa-let-7b-5p","NELL1"
"hsa-let-7b-5p","NOTCH2"
"hsa-let-7b-5p","NP"
"hsa-let-7b-5p","ATP2A2"
"hsa-let-7b-5p","NPR3"
"hsa-let-7b-5p","NT5E"
"hsa-let-7b-5p","NUCB1"
"hsa-let-7b-5p","PAFAH1B2"
"hsa-let-7b-5p","TMED7"
"hsa-let-7b-5p","TXNDC12"
"hsa-let-7b-5p","GOLGA7"
"hsa-let-7b-5p","HSD17B12"
"hsa-let-7b-5p","NT5C3"
"hsa-let-7b-5p","PDE3A"
"hsa-let-7b-5p","UBE2J1"
"hsa-let-7b-5p","ANKFY1"
"hsa-let-7b-5p","PTPLAD1"
"hsa-let-7b-5p","TAF9B"
"hsa-let-7b-5p","MRPS33"
"hsa-let-7b-5p","CDK5RAP1"
"hsa-let-7b-5p","RAB23"
"hsa-let-7b-5p","GALNT7"
"hsa-let-7b-5p","PGM1"
"hsa-let-7b-5p","SERPINE2"
"hsa-let-7b-5p","ATP6V1C1"
"hsa-let-7b-5p","ACP2"
"hsa-let-7b-5p","PLK1"
"hsa-let-7b-5p","ATP6V0A1"
"hsa-let-7b-5p","POLE3"
"hsa-let-7b-5p","PODXL"
"hsa-let-7b-5p","POLD2"
"hsa-let-7b-5p","POLR2C"
"hsa-let-7b-5p","SLC38A2"
"hsa-let-7b-5p","FAM105A"
"hsa-let-7b-5p","TMCO1"
"hsa-let-7b-5p","GNL3L"
"hsa-let-7b-5p","ATRX"
"hsa-let-7b-5p","LY6K"
"hsa-let-7b-5p","PPIB"
"hsa-let-7b-5p","CDKAL1"
"hsa-let-7b-5p","PPL"
"hsa-let-7b-5p","DUSP23"
"hsa-let-7b-5p","MRPL20"
"hsa-let-7b-5p","GPR172B"
"hsa-let-7b-5p","PPP1R7"
"hsa-let-7b-5p","PPP2R4"
"hsa-let-7b-5p","PPP2R5C"
"hsa-let-7b-5p","PPP3CA"
"hsa-let-7b-5p","PPP3R1"
"hsa-let-7b-5p","ABHD10"
"hsa-let-7b-5p","PPP5C"
"hsa-let-7b-5p","PRIM1"
"hsa-let-7b-5p","TRMT1"
"hsa-let-7b-5p","PRPF40A"
"hsa-let-7b-5p","TRMU"
"hsa-let-7b-5p","BRWD2"
"hsa-let-7b-5p","CEP72"
"hsa-let-7b-5p","CAND1"
"hsa-let-7b-5p","PRKCI"
"hsa-let-7b-5p","PKN2"
"hsa-let-7b-5p","LRRC8A"
"hsa-let-7b-5p","POLE4"
"hsa-let-7b-5p","RTN4"
"hsa-let-7b-5p","PTBP1"
"hsa-let-7b-5p","PTGFRN"
"hsa-let-7b-5p","SCYL1"
"hsa-let-7b-5p","PTGS2"
"hsa-let-7b-5p","NUFIP2"
"hsa-let-7b-5p","AADACL1"
"hsa-let-7b-5p","WDFY1"
"hsa-let-7b-5p","RNF213"
"hsa-let-7b-5p","GPAM"
"hsa-let-7b-5p","KIAA1618"
"hsa-let-7b-5p","PTPRF"
"hsa-let-7b-5p","PTPRJ"
"hsa-let-7b-5p","PTPRK"
"hsa-let-7b-5p","PURA"
"hsa-let-7b-5p","PTBP2"
"hsa-let-7b-5p","SRPRB"
"hsa-let-7b-5p","SNX6"
"hsa-let-7b-5p","RAB6A"
"hsa-let-7b-5p","RAB27B"
"hsa-let-7b-5p","RAB5C"
"hsa-let-7b-5p","RAD23B"
"hsa-let-7b-5p","RARS"
"hsa-let-7b-5p","RBMS1"
"hsa-let-7b-5p","BCKDHB"
"hsa-let-7b-5p","RCN2"
"hsa-let-7b-5p","RHEB"
"hsa-let-7b-5p","SPCS3"
"hsa-let-7b-5p","CCL13"
"hsa-let-7b-5p","SDCBP"
"hsa-let-7b-5p","NCAPG"
"hsa-let-7b-5p","NXN"
"hsa-let-7b-5p","ATG3"
"hsa-let-7b-5p","MOSC1"
"hsa-let-7b-5p","FNDC3B"
"hsa-let-7b-5p","GNPNAT1"
"hsa-let-7b-5p","CDCP1"
"hsa-let-7b-5p","MRPS24"
"hsa-let-7b-5p","SLC1A4"
"hsa-let-7b-5p","SLC7A1"
"hsa-let-7b-5p","SLC12A2"
"hsa-let-7b-5p","SLC12A4"
"hsa-let-7b-5p","SLC25A1"
"hsa-let-7b-5p","UAP1"
"hsa-let-7b-5p","SRPR"
"hsa-let-7b-5p","STRN"
"hsa-let-7b-5p","SYPL1"
"hsa-let-7b-5p","THBS1"
"hsa-let-7b-5p","TLOC1"
"hsa-let-7b-5p","TNFAIP2"
"hsa-let-7b-5p","TPM1"
"hsa-let-7b-5p","TPM2"
"hsa-let-7b-5p","TPM3"
"hsa-let-7b-5p","TXNRD1"
"hsa-let-7b-5p","TYMS"
"hsa-let-7b-5p","UGT8"
"hsa-let-7b-5p","WNT5A"
"hsa-let-7b-5p","CA12"
"hsa-let-7b-5p","SLC30A1"
"hsa-let-7b-5p","LUZP1"
"hsa-let-7b-5p","CACNA2D1"
"hsa-let-7b-5p","PXDN"
"hsa-let-7b-5p","IFRD2"
"hsa-let-7b-5p","ATG9A"
"hsa-let-7b-5p","TMEM109"
"hsa-let-7b-5p","BAT2"
"hsa-let-7b-5p","TMEM43"
"hsa-let-7b-5p","DHX40"
"hsa-let-7b-5p","IPO4"
"hsa-let-7b-5p","SLC25A22"
"hsa-let-7b-5p","GEMIN7"
"hsa-let-7b-5p","EHMT1"
